14-a.wav,"держись в пределах трассы"
15-a.wav,"следи за границами трассы, иначе получим штраф"
8-a.wav,"нас предупредили о нарушении границ трассы"
4-a.wav,"давай, следи за границами трассы"
10-a.wav,"следи за границами трассы, иначе получим штраф"
5-a.wav,"следи за границами трассы"
2_rq_suffix_please-a.wav,"следи за границами трассы"
2-a.wav,"следи за границами трассы, иначе получим штраф"
17-a.wav,"следи за границами трассы"
9-a.wav,"следи за границами трассы"
22-a.wav,"предупреждение за нарушение границ трассы, держись в пределах трассы"
3_op_prefix_ok-a.wav,"следи за границами трассы"
20-a.wav,"следи за границами трассы, иначе получим штраф"
1-a.wav,"нужно следить за границами трассы"
