3_op_prefix_ok-a.wav,"нужно следить за границами трассы"
24-a.wav,"этот круг аннулируют, следи за границами трассы"
10-a.wav,"границы трассы, этот круг аннулируют"
21-a.wav,"этот круг аннулируют, ты срезал трассу"
5-a.wav,"границы трассы, держись в пределах трассы"
3-a.wav,"этот круг аннулируют за нарушение границ трассы"
7-a.wav,"границы трассы, этот круг аннулируют"
1_rq_suffix_please-a.wav,"следи за границами трассы"
4_rq_suffix_please-a.wav,"следи за границами трассы"
6-a.wav,"границы трассы"
4-a.wav,"там ты за пределами трассы"
1-a.wav,"этот круг аннулируют за нарушение границ трассы"
2-a.wav,"границы трассы, этот круг аннулируют"
8-a.wav,"там ты выехал за границы трассы"
20-a.wav,"границы трассы, этот круг аннулируют"
12-a.wav,"этот круг не засчитают, ты срезал трассу"
2_op_prefix_ok-a.wav,"нужно следить за границами трассы"
