2_rq_suffix_please-a.wav,"ответь, если можешь"
5-a.wav,"ты меня слышишь? Ответь, пожалуйста"
sweary_9-a.wav,"давай, мы тут все с ума сходим, скажи, что ты в порядке"
8-a.wav,"ты меня слышишь? Ответь, пожалуйста, ты в порядке?"
7-a.wav,"давай, ответь, ты в порядке?"
10-a.wav,"давай, ответь нам, скажи, что ты в порядке"
1_rq_suffix_please-a.wav,"ты в порядке? Ответь, если можешь"
3-a.wav,"давай, ответь, ты в порядке?"
4-a.wav,"давай, ответь, пожалуйста"
6-a.wav,"ответь, пожалуйста, ты в порядке?"
