4_op_prefix_oh_dear-a.wav,"начни серьёзно относиться к границам трассы"
12_op_prefix_oh_dear-a.wav,"давай, следи за границами трассы"
6_op_prefix_oh_dear-a.wav,"следи за границами трассы"
3-a.wav,"следи за границами трассы, иначе получим штраф"
2-a.wav,"перестань срезать"
6-a.wav,"снова нарушение границ трассы"
5_op_prefix_oh_dear-a.wav,"следи за границами трассы, иначе получим штраф"
1-a.wav,"следи за границами трассы"
sweary_2-a.wav,"снова нарушение границ трассы, будь внимательнее"
3_rq_suffix_please-a.wav,"внимательнее следи за границами трассы"
8-a.wav,"получили ещё одно предупреждение о границах трассы"
1_op_prefix_ok-a.wav,"ты всё ещё срезаешь, исправь это"
18-a.wav,"следи за границами трассы"
9-a.wav,"получили ещё одно предупреждение о границах трассы"
sweary_3-a.wav,"снова нарушение границ трассы, будь внимательнее"
4-a.wav,"снова нарушение границ трассы, будь внимательнее"
2_op_suffix_please-a.wav,"прекрати постоянно срезать"
23-a.wav,"следи за границами трассы"
5-a.wav,"следи за границами трассы"
10-a.wav,"следи за границами трассы"
sweary_1-a.wav,"хватит нарушать границы трассы, сосредоточься"
11-a.wav,"давай, следи за границами трассы"
7-a.wav,"стюарды снова предупредили нас о границах трассы"
