6_op_prefix_oh_dear-a.wav,"границы трассы, внимательнее"
sweary_4-a.wav,"хватит нарушать границы трассы, сосредоточься"
1-a.wav,"ты вообще видишь трассу? Перестань срезать"
1_op_prefix_oh_dear-a.wav,"ты вообще пытаешься удержаться на трассе?"
13_op_prefix_oh_dear-a.wav,"границы трассы, внимательнее"
sweary_2-a.wav,"хватит нарушать границы трассы, сосредоточься"
2_op_suffix_please-a.wav,"начни соблюдать границы трассы"
3_op_suffix_please-a.wav,"обрати внимание на границы трассы"
sweary_1-a.wav,"чёртовы границы трассы"
sweary_3-a.wav,"хватит нарушать границы трассы, сосредоточься"
3-a.wav,"снова нарушение границ трассы, будь внимательнее"
4-a.wav,"снова нарушение границ трассы, будь внимательнее"
