sweary_7-a.wav,"перестань срезать"
1_op_prefix_oh_dear-a.wav,"круг аннулирован, это уже несерьёзно"
2_op_prefix_oh_dear-a.wav,"границы трассы, что с тобой происходит?"
9_op_prefix_oh_dear-a.wav,"нарушение границ трассы, этот круг аннулируют"
4-a.wav,"следи за границами трассы"
3_op_prefix_oh_dear-a.wav,"границы трассы, сосредоточься"
sweary_6-a.wav,"хватит срезать, это уже ерунда"
15_op_prefix_oh_dear-a.wav,"держись в пределах трассы, этот круг аннулируют"
1-a.wav,"давай, хотя бы постарайся удержаться на трассе"
19_op_prefix_oh_dear-a.wav,"нарушение границ трассы, этот круг не засчитают"
3-a.wav,"снова нарушение границ трассы"
sweary_5-a.wav,"следи за границами трассы"
2-a.wav,"ещё один круг аннулирован, будь внимательнее"
sweary_8-a.wav,"чёрт возьми, следи за границами трассы"
