5-a.wav,"зелёный, зелёный, зелёный"
14-a.wav,"зелёный, зелёный, зелёный"
9-a.wav,"зелёный, поехали, поехали"
8-a.wav,"вперёд, вперёд, вперёд"
6-a.wav,"вперёд, вперёд, вперёд"
13-a.wav,"вперёд"
4-a.wav,"зелёный, зелёный, зелёный"
16-a.wav,"вперёд, вперёд, вперёд"
20-a.wav,"полный газ"
19-a.wav,"поехали"
18-a.wav,"вперёд"
3-a.wav,"зелёный, зелёный, зелёный"
1-a.wav,"вперёд, вперёд, вперёд"
15-a.wav,"вперёд, вперёд, вперёд"
2-a.wav,"зелёный, зелёный, зелёный"
11-a.wav,"вперёд, полный газ"
17-a.wav,"зелёный, зелёный, зелёный"
12-a.wav,"вперёд"
10-a.wav,"полный газ, зелёный, зелёный, зелёный"
7-a.wav,"вперёд"
