1-a.wav,"стюарды предупредили за срезку, держись между белыми линиями"
16-a.wav,"нас предупредили о нарушении границ трассы"
21-a.wav,"держись в пределах трассы"
22-a.wav,"стюарды предупредили о нарушении границ трассы"
4-a.wav,"следи за границами трассы"
23-a.wav,"следи за границами трассы"
7-a.wav,"давай, следи за границами трассы"
15-a.wav,"следи за границами трассы, штраф нам не нужен"
8-a.wav,"нас предупредили о нарушении границ трассы"
12_op_prefix_oh_dear-a.wav,"давай, следи за границами трассы"
2-a.wav,"держись между белыми линиями, иначе получим штраф"
19-a.wav,"нас предупредили о нарушении границ трассы"
6_op_prefix_oh_dear-a.wav,"границы трассы, внимательнее"
20-a.wav,"следи за границами трассы, иначе получим штраф"
17-a.wav,"ты выехал за границы трассы, держись в пределах трассы"
13_op_prefix_oh_dear-a.wav,"границы трассы, внимательнее"
14-a.wav,"держись в пределах трассы"
10-a.wav,"следи за границами трассы, иначе получим штраф"
11-a.wav,"стюарды предупредили о границах трассы, держись в пределах трассы"
18-a.wav,"следи за границами трассы"
3-a.wav,"нас только что предупредили за срезку трассы"
5-a.wav,"границы трассы, держись между белыми линиями"
9-a.wav,"следи за границами трассы, держись в пределах трассы"
