4-a.wav,"границы трассы"
16-a.wav,"нас предупредили о нарушении границ трассы"
21-a.wav,"держись в пределах трассы"
19-a.wav,"нас предупредили о нарушении границ трассы"
10-a.wav,"границы трассы, следи за линиями"
1-a.wav,"предупреждение за нарушение границ трассы, держись в пределах трассы"
1_op_prefix_ok-a.wav,"мы выехали за границы трассы, держись между белыми линиями"
1_rq_suffix_please-a.wav,"получили предупреждение за срезку, езжай аккуратнее"
2_op_prefix_ok-a.wav,"мы только что срезали трассу"
4_rq_suffix_please-a.wav,"следи за границами трассы"
11-a.wav,"предупреждение за нарушение границ трассы, держись в пределах трассы"
2_op_suffix_please-a.wav,"ты срезал трассу, езжай аккуратнее"
3-a.wav,"нас только что предупредили за срезку трассы"
3_rq_suffix_please-a.wav,"держись между линиями"
