8-a.wav,"нарушение границ трассы, этот круг не засчитают"
4-a.wav,"нарушение границ трассы, этот круг аннулируют"
2-a.wav,"нарушение границ трассы, этот круг аннулируют"
3_op_suffix_please-a.wav,"держись в пределах трассы"
17-a.wav,"нарушение границ трассы, этот круг не засчитают"
4_op_suffix_please-a.wav,"нарушение границ трассы, этот круг аннулируют"
22-a.wav,"нарушение границ трассы, этот круг не засчитают"
14-a.wav,"нарушение границ трассы, этот круг аннулируют"
3-a.wav,"снова нарушение границ трассы, будь внимательнее"
1_op_prefix_ok-a.wav,"снова нарушение границ трассы, будь внимательнее"
6-a.wav,"следи за границами трассы"
5-a.wav,"держись между белыми линиями"
2_rq_suffix_please-a.wav,"следи за границами трассы"
13-a.wav,"нарушение границ трассы, этот круг аннулируют"
1-a.wav,"нарушение границ трассы, этот круг аннулируют"
