10_male-a.wav,"гонщик сзади ездит нечисто, будь осторожен"
2-a.wav,"у гонщик сзади плохая репутация, следи за зеркалами"
9_male-a.wav,"гонщик сзади часто попадает в инциденты, будь осторожен"
6_male-a.wav,"у гонщик сзади плохая репутация, будь осторожен"
1-a.wav,"у гонщик сзади плохая репутация, следи за зеркалами"
3-a.wav,"гонщик сзади часто попадает в инциденты, будь осторожен"
8_male-a.wav,"у гонщик сзади плохая репутация, будь осторожен"
7-a.wav,"гонщик сзади часто попадает в инциденты, будь осторожен"
1_male-a.wav,"у гонщик сзади плохая репутация, следи за зеркалами"
3_male-a.wav,"гонщик сзади часто попадает в инциденты, будь осторожен"
5_male-a.wav,"у гонщик сзади плохая репутация"
4-a.wav,"гонщик сзади ездит нечисто, будь осторожен"
2_male-a.wav,"у гонщик сзади плохая репутация, следи за зеркалами"
4_male-a.wav,"гонщик сзади ездит нечисто, будь осторожен"
6-a.wav,"у гонщик сзади плохая репутация, будь осторожен"
7_male-a.wav,"гонщик сзади ездит нечисто, будь осторожен"
5-a.wav,"у гонщик сзади плохая репутация"
