4_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
6_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
2-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
2_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
1-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
3-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
1_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
4-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
5_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
3_male-a.wav,"впереди более медленная машина, мы боремся с ней за позицию, синего флага не будет"
